256,572,304,572,304,642,256,642,0.9994547
192,630,272,630,272,690,192,690,0.999278
128,318,192,318,192,333,128,333,0.99908316
96,164,336,164,336,187,96,187,0.99882513
272,86,400,86,400,107,272,107,0.99866056
160,397,256,397,256,415,160,415,0.99865
128,122,304,122,304,142,128,142,0.9986217
192,1074,224,1074,224,1089,192,1089,0.99860615
112,144,320,144,320,165,112,165,0.9985936
16,81,400,81,400,104,16,104,0.9985812
160,100,272,100,272,121,160,121,0.9985702
16,218,288,218,288,243,16,243,0.9985677
112,642,192,642,192,659,112,659,0.99856657
16,686,224,686,224,701,16,701,0.9985629
240,492,336,492,336,507,240,507,0.9985241
16,599,160,599,160,613,16,613,0.9985176
336,627,384,627,384,642,336,642,0.99848783
16,258,224,258,224,274,16,274,0.99844056
16,236,384,236,384,263,16,263,0.9983889
16,856,288,856,288,872,16,872,0.99835217
304,574,336,574,336,599,304,599,0.99833065
16,276,176,276,176,291,16,291,0.9983234
112,328,224,328,224,346,112,346,0.9982418
16,1084,400,1084,400,1100,16,1100,0.99821645
16,746,336,746,336,762,16,762,0.99820447
64,1136,384,1136,384,1152,64,1152,0.9981865
336,646,384,646,384,661,336,661,0.99818015
240,431,400,431,400,448,240,448,0.9981658
144,1151,336,1151,336,1167,144,1167,0.9981553
96,949,336,949,336,964,96,964,0.99813807
96,967,336,967,336,981,96,981,0.9980856
96,1171,368,1171,368,1186,96,1186,0.99807966
32,1035,400,1035,400,1048,32,1048,0.99807775
112,1120,352,1120,352,1136,112,1136,0.99806637
0,556,384,556,384,570,0,570,0.9980661
32,1052,400,1052,400,1066,32,1066,0.9980519
112,36,304,36,304,56,112,56,0.9979792
16,445,288,445,288,463,16,463,0.9979679
0,800,320,800,320,819,0,819,0.9979646
16,549,64,549,64,562,16,562,0.9979533
16,428,160,428,160,442,16,442,0.9979457
0,363,400,363,400,387,0,387,0.9979366
16,459,288,459,288,477,16,477,0.9979311
16,473,64,473,64,487,16,487,0.9979247
80,703,320,703,320,722,80,722,0.99790215
16,396,80,396,80,411,16,411,0.99789435
144,188,272,188,272,207,144,207,0.9978752
0,300,224,300,224,319,0,319,0.99787176
16,1100,400,1100,400,1118,16,1118,0.9978667
0,516,80,516,80,532,0,532,0.9978598
0,1186,64,1186,64,1201,0,1201,0.99785304
0,768,256,768,256,784,0,784,0.9978411
0,821,320,821,320,837,0,837,0.99784076
128,60,304,60,304,81,128,81,0.9978319
144,474,368,474,368,494,144,494,0.9978314
0,324,112,324,112,342,0,342,0.99782664
0,286,224,286,224,301,0,301,0.9978263
16,381,368,381,368,400,16,400,0.9978255
128,918,288,918,288,933,128,933,0.99782085
336,521,400,521,400,538,336,538,0.9977932
80,786,336,786,336,803,80,803,0.99773043
96,622,256,622,256,642,96,642,0.99772733
